keyword_id,target_customer_type,country_or_region,city,keyword_pattern,example_search_query,search_intent,keyword_intent_type,priority_level,keyword_status,used_recently,last_used_at,next_allowed_at,cooldown_days,blocked_reason,manual_review_required,discovery_quality_score,contactability_score,total_runs,total_leads_collected,ready_to_contact_count,contact_found_count,duplicate_count,news_only_count,no_contact_count,relevance_ratio,notes,last_updated,change_note
KW-0206,commercial kitchen supplier,Byron Bay,,"""owner"" ""commercial kitchen supplier"" Byron Bay",,"Generator: template=T4, risk=medium",Discovery,high,Testing,Yes,2026-06-02 22:13,2026-06-12T16:04:46.431982,14,,,0.0,0.0,2,1,0,0,,,,,,,
KW-0207,hospitality technology supplier,Port Douglas,,"""owner"" ""hospitality technology supplier"" Port Douglas",,"Generator: template=T4, risk=medium",Discovery,high,Testing,Yes,2026-06-02 22:13,,14,,,,,1,1,0,0,,,,,,,
KW-0208,restaurant POS supplier,Broome,,"""owner"" ""restaurant POS supplier"" Broome",,"Generator: template=T4, risk=medium",Discovery,high,Testing,Yes,2026-06-02 22:13,2026-06-12T16:03:20.772244,14,,,0.0,0.0,2,1,0,0,,,,,,,
KW-0209,bar equipment supplier,Margaret River,,"""owner"" ""bar equipment supplier"" Margaret River",,"Generator: template=T4, risk=medium",Discovery,high,Testing,Yes,2026-06-02 22:13,,14,,,,,1,1,0,0,,,,,,,
KW-0210,food packaging supplier,Yarra Valley,,"""owner"" ""food packaging supplier"" Yarra Valley",,"Generator: template=T4, risk=medium",Discovery,high,Testing,Yes,2026-06-02 22:13,2026-06-12T16:05:30.171760,14,,,0.0,0.0,2,1,0,0,,,,,,,
KW-0211,hotel amenities supplier,McLaren Vale,,"""owner"" ""hotel amenities supplier"" McLaren Vale",,"Generator: template=T4, risk=medium",Discovery,high,Testing,Yes,2026-06-02 22:13,,14,,,,,1,1,0,0,,,,,,,
KW-0212,restaurant lighting supplier,Australia,,"""director"" ""restaurant lighting supplier"" Australia",,"Generator: template=T4, risk=medium",Discovery,high,Testing,Yes,2026-06-02 22:13,2026-06-08T16:35:36.917388,14,,,0.5,0.0,2,2,0,0,,,,,,,
KW-0213,hospitality linen supplier,Sydney,,"""director"" ""hospitality linen supplier"" Sydney",,"Generator: template=T4, risk=medium",Discovery,high,Testing,Yes,2026-06-02 22:13,,14,,,,,1,1,0,0,,,,,,,
KW-0214,cloud kitchen,Melbourne,,"""director"" ""cloud kitchen"" Melbourne",,"Generator: template=T4, risk=medium",Discovery,high,Testing,Yes,2026-06-02 22:13,2026-06-12T16:03:59.766666,14,,,0.0,0.0,2,1,0,0,,,,,,,
KW-0215,dark kitchen,Brisbane,,"""director"" ""dark kitchen"" Brisbane",,"Generator: template=T4, risk=medium",Discovery,high,Testing,Yes,2026-06-02 22:13,,14,,,,,1,1,0,0,,,,,,,
KW-0216,food delivery platform,Perth,,"""director"" ""food delivery platform"" Perth",,"Generator: template=T4, risk=medium",Discovery,high,Testing,Yes,2026-06-02 23:09,,14,,,,,1,0,0,0,,,,,,,
KW-0217,restaurant franchise,Adelaide,,"""director"" ""restaurant franchise"" Adelaide",,"Generator: template=T4, risk=medium",Discovery,high,Testing,Yes,2026-06-02 23:09,,14,,,,,1,0,0,0,,,,,,,
KW-0218,brewery venue,Adelaide,,site:.com.au brewery venue contact Adelaide,,"Generator: template=T5, risk=medium",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0219,aged care food service,Hobart,,site:.com.au aged care food service contact Hobart,,"Generator: template=T5, risk=medium",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0220,corporate catering,Darwin,,site:.com.au corporate catering contact Darwin,,"Generator: template=T5, risk=medium",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0221,cafe chain,Newcastle,,site:.com.au cafe chain contact Newcastle,,"Generator: template=T5, risk=medium",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0222,food court operator,Wollongong,,site:.com.au food court operator contact Wollongong,,"Generator: template=T5, risk=medium",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0223,winery restaurant,NSW,,site:.com.au winery restaurant contact NSW,,"Generator: template=T5, risk=medium",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0224,resort F&B,VIC,,site:.com.au resort F&B contact VIC,,"Generator: template=T5, risk=medium",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0225,hospitality recruitment,QLD,,site:.com.au hospitality recruitment contact QLD,,"Generator: template=T5, risk=medium",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0226,restaurant renovation,WA,,site:.com.au restaurant renovation contact WA,,"Generator: template=T5, risk=medium",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0227,restaurant supply chain,Launceston,,site:.com.au restaurant supply chain contact Launceston,,"Generator: template=T5, risk=medium",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0228,ghost kitchen operator,Alice Springs,,site:.com.au ghost kitchen operator contact Alice Springs,,"Generator: template=T5, risk=medium",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0229,hotel housekeeping supplier,Mornington Peninsula,,site:.com.au hotel housekeeping supplier contact Mornington Peninsula,,"Generator: template=T5, risk=medium",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0230,restaurant furniture supplier,Hunter Valley,,site:.com.au restaurant furniture supplier contact Hunter Valley,,"Generator: template=T5, risk=medium",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0231,commercial kitchen supplier,Byron Bay,,site:.com.au commercial kitchen supplier contact Byron Bay,,"Generator: template=T5, risk=medium",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0232,hospitality technology supplier,Port Douglas,,site:.com.au hospitality technology supplier contact Port Douglas,,"Generator: template=T5, risk=medium",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0233,restaurant POS supplier,Broome,,site:.com.au restaurant POS supplier contact Broome,,"Generator: template=T5, risk=medium",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0234,bar equipment supplier,Margaret River,,site:.com.au bar equipment supplier contact Margaret River,,"Generator: template=T5, risk=medium",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0235,food packaging supplier,Yarra Valley,,site:.com.au food packaging supplier contact Yarra Valley,,"Generator: template=T5, risk=medium",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0236,hotel amenities supplier,McLaren Vale,,site:.com.au hotel amenities supplier contact McLaren Vale,,"Generator: template=T5, risk=medium",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0237,restaurant lighting supplier,Australia,,site:.com.au restaurant lighting supplier email Australia,,"Generator: template=T5, risk=medium",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0238,hospitality linen supplier,Sydney,,site:.com.au hospitality linen supplier email Sydney,,"Generator: template=T5, risk=medium",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0239,cloud kitchen,Melbourne,,site:.com.au cloud kitchen email Melbourne,,"Generator: template=T5, risk=medium",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0240,dark kitchen,Brisbane,,site:.com.au dark kitchen email Brisbane,,"Generator: template=T5, risk=medium",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0241,food delivery platform,Perth,,site:.com.au food delivery platform email Perth,,"Generator: template=T5, risk=medium",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0242,restaurant franchise,Adelaide,,site:.com.au restaurant franchise email Adelaide,,"Generator: template=T5, risk=medium",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0243,brewery venue,Adelaide,,filetype:pdf brewery venue procurement Adelaide,,"Generator: template=T6, risk=low",Discovery,low,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0244,aged care food service,Hobart,,filetype:pdf aged care food service procurement Hobart,,"Generator: template=T6, risk=low",Discovery,low,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0245,corporate catering,Darwin,,filetype:pdf corporate catering procurement Darwin,,"Generator: template=T6, risk=low",Discovery,low,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0246,cafe chain,Newcastle,,filetype:pdf cafe chain procurement Newcastle,,"Generator: template=T6, risk=low",Discovery,low,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0247,food court operator,Wollongong,,filetype:pdf food court operator procurement Wollongong,,"Generator: template=T6, risk=low",Discovery,low,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0248,winery restaurant,NSW,,filetype:pdf winery restaurant procurement NSW,,"Generator: template=T6, risk=low",Discovery,low,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0249,resort F&B,VIC,,filetype:pdf resort F&B procurement VIC,,"Generator: template=T6, risk=low",Discovery,low,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0250,hospitality recruitment,QLD,,filetype:pdf hospitality recruitment procurement QLD,,"Generator: template=T6, risk=low",Discovery,low,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0251,restaurant renovation,WA,,filetype:pdf restaurant renovation procurement WA,,"Generator: template=T6, risk=low",Discovery,low,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0252,restaurant supply chain,Launceston,,filetype:pdf restaurant supply chain procurement Launceston,,"Generator: template=T6, risk=low",Discovery,low,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0253,ghost kitchen operator,Alice Springs,,filetype:pdf ghost kitchen operator procurement Alice Springs,,"Generator: template=T6, risk=low",Discovery,low,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0254,hotel housekeeping supplier,Mornington Peninsula,,filetype:pdf hotel housekeeping supplier procurement Mornington Peninsula,,"Generator: template=T6, risk=low",Discovery,low,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0255,restaurant furniture supplier,Hunter Valley,,filetype:pdf restaurant furniture supplier procurement Hunter Valley,,"Generator: template=T6, risk=low",Discovery,low,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0256,commercial kitchen supplier,Byron Bay,,filetype:pdf commercial kitchen supplier procurement Byron Bay,,"Generator: template=T6, risk=low",Discovery,low,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0257,hospitality technology supplier,Port Douglas,,filetype:pdf hospitality technology supplier procurement Port Douglas,,"Generator: template=T6, risk=low",Discovery,low,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0258,restaurant POS supplier,Broome,,filetype:pdf restaurant POS supplier procurement Broome,,"Generator: template=T6, risk=low",Discovery,low,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0259,bar equipment supplier,Margaret River,,filetype:pdf bar equipment supplier procurement Margaret River,,"Generator: template=T6, risk=low",Discovery,low,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0260,food packaging supplier,Yarra Valley,,filetype:pdf food packaging supplier procurement Yarra Valley,,"Generator: template=T6, risk=low",Discovery,low,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0261,hotel amenities supplier,McLaren Vale,,filetype:pdf hotel amenities supplier procurement McLaren Vale,,"Generator: template=T6, risk=low",Discovery,low,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0262,brewery venue,Adelaide,,"""new opening"" brewery venue Adelaide",,"Generator: template=T7, risk=medium",Discovery,high,Testing,Yes,2026-05-28 15:52,,14,,,,,0,0,0,0,,,,,,,
KW-0263,aged care food service,Hobart,,"""new opening"" aged care food service Hobart",,"Generator: template=T7, risk=medium",Discovery,high,Testing,Yes,2026-06-02 23:09,2026-06-12T16:06:41.711737,14,,,0.0,0.0,2,0,0,0,,,,,,,
KW-0264,corporate catering,Darwin,,"""new opening"" corporate catering Darwin",,"Generator: template=T7, risk=medium",Discovery,high,Testing,Yes,2026-06-02 23:09,2026-06-12T15:07:32.858774,14,,,0.0,0.0,2,0,0,0,,,,,,,
KW-0265,cafe chain,Newcastle,,"""new opening"" cafe chain Newcastle",,"Generator: template=T7, risk=medium",Discovery,high,Testing,Yes,2026-06-01 17:09,,14,,,,,0,0,0,0,,,,,,,
KW-0266,food court operator,Wollongong,,"""new opening"" food court operator Wollongong",,"Generator: template=T7, risk=medium",Discovery,high,Testing,Yes,2026-06-02 23:09,2026-06-12T16:03:23.285040,14,,,0.0,0.0,2,0,0,0,,,,,,,
KW-0267,winery restaurant,NSW,,"""new opening"" winery restaurant NSW",,"Generator: template=T7, risk=medium",Discovery,high,Testing,Yes,2026-06-01 17:09,2026-06-12T16:03:25.338430,14,,,0.0,0.0,1,0,0,0,,,,,,,
KW-0268,resort F&B,VIC,,"""new opening"" resort F&B VIC",,"Generator: template=T7, risk=medium",Discovery,high,Testing,Yes,2026-06-02 23:09,2026-06-12T16:05:47.980714,14,,,0.0,0.0,2,0,0,0,,,,,,,
KW-0269,hospitality recruitment,QLD,,"""new opening"" hospitality recruitment QLD",,"Generator: template=T7, risk=medium",Discovery,high,Testing,Yes,2026-06-02 23:09,2026-06-12T16:04:50.752361,14,,,0.0,0.0,2,0,0,0,,,,,,,
KW-0270,restaurant renovation,WA,,"""new opening"" restaurant renovation WA",,"Generator: template=T7, risk=medium",Discovery,high,Testing,Yes,2026-06-02 23:09,,14,,,,,1,0,0,0,,,,,,,
KW-0271,restaurant supply chain,Launceston,,"""new opening"" restaurant supply chain Launceston",,"Generator: template=T7, risk=medium",Discovery,high,Testing,Yes,2026-06-02 23:09,2026-06-12T15:59:46.151868,14,,,0.0,0.0,2,0,0,0,,,,,,,
KW-0272,ghost kitchen operator,Alice Springs,,"""new opening"" ghost kitchen operator Alice Springs",,"Generator: template=T7, risk=medium",Discovery,high,Testing,Yes,2026-06-02 23:09,,14,,,,,1,0,0,0,,,,,,,
KW-0273,hotel housekeeping supplier,Mornington Peninsula,,"""new opening"" hotel housekeeping supplier Mornington Peninsula",,"Generator: template=T7, risk=medium",Discovery,high,Testing,Yes,2026-06-03 08:42,,14,,,,,1,0,0,0,,,,,,,
KW-0274,restaurant furniture supplier,Hunter Valley,,"""new opening"" restaurant furniture supplier Hunter Valley",,"Generator: template=T7, risk=medium",Discovery,high,Testing,Yes,2026-06-03 08:42,2026-06-12T16:03:12.398854,14,,,0.0,0.0,2,0,0,0,,,,,,,
KW-0275,commercial kitchen supplier,Byron Bay,,"""new opening"" commercial kitchen supplier Byron Bay",,"Generator: template=T7, risk=medium",Discovery,high,Testing,Yes,2026-06-03 08:42,,14,,,,,1,0,0,0,,,,,,,
KW-0276,hospitality technology supplier,Port Douglas,,"""new opening"" hospitality technology supplier Port Douglas",,"Generator: template=T7, risk=medium",Discovery,high,Testing,Yes,2026-06-03 08:42,,14,,,,,1,0,0,0,,,,,,,
KW-0277,restaurant POS supplier,Broome,,"""new opening"" restaurant POS supplier Broome",,"Generator: template=T7, risk=medium",Discovery,high,Testing,Yes,2026-06-03 08:42,2026-06-12T16:03:18.959590,14,,,0.0,0.0,2,0,0,0,,,,,,,
KW-0278,bar equipment supplier,Margaret River,,"""new opening"" bar equipment supplier Margaret River",,"Generator: template=T7, risk=medium",Discovery,high,Testing,Yes,2026-06-03 08:42,,14,,,,,1,0,0,0,,,,,,,
KW-0279,food packaging supplier,Yarra Valley,,"""new opening"" food packaging supplier Yarra Valley",,"Generator: template=T7, risk=medium",Discovery,high,Testing,Yes,2026-06-03 08:42,,14,,,,,1,0,0,0,,,,,,,
KW-0280,hotel amenities supplier,McLaren Vale,,"""new opening"" hotel amenities supplier McLaren Vale",,"Generator: template=T7, risk=medium",Discovery,high,Testing,Yes,2026-06-03 08:42,2026-06-12T16:01:00.119881,14,,,0.0,0.0,2,0,0,0,,,,,,,
KW-0281,restaurant lighting supplier,Australia,,"""new venue"" restaurant lighting supplier Australia",,"Generator: template=T7, risk=medium",Discovery,high,Testing,Yes,2026-06-03 08:42,2026-06-12T15:05:55.977031,14,,,0.0,0.0,2,0,0,0,,,,,,,
KW-0282,hospitality linen supplier,Sydney,,"""new venue"" hospitality linen supplier Sydney",,"Generator: template=T7, risk=medium",Discovery,high,Testing,Yes,2026-06-03 08:42,,14,,,,,1,0,0,0,,,,,,,
KW-0283,cloud kitchen,Melbourne,,"""new venue"" cloud kitchen Melbourne",,"Generator: template=T7, risk=medium",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0284,dark kitchen,Brisbane,,"""new venue"" dark kitchen Brisbane",,"Generator: template=T7, risk=medium",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0285,food delivery platform,Perth,,"""new venue"" food delivery platform Perth",,"Generator: template=T7, risk=medium",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0286,restaurant franchise,Adelaide,,"""new venue"" restaurant franchise Adelaide",,"Generator: template=T7, risk=medium",Discovery,high,New,Yes,2026-05-29T16:04:01.869689,2026-06-12T16:04:01.869689,14,,,0.0,0.0,1,0,0,0,,,,,,,
KW-0287,brewery venue,Australia,,brewery venue Australia new opening vendor application,,"Generator: template=T8, risk=medium",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0288,aged care food service,Australia,,aged care food service Australia new opening tender,,"Generator: template=T8, risk=medium",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0289,corporate catering,Australia,,corporate catering Australia new opening partnership enquiry,,"Generator: template=T8, risk=medium",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0290,cafe chain,Australia,,cafe chain Australia new opening directory,,"Generator: template=T8, risk=medium",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0291,food court operator,Australia,,food court operator Australia new opening team page,,"Generator: template=T8, risk=medium",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0292,winery restaurant,Australia,,winery restaurant Australia new opening about us,,"Generator: template=T8, risk=medium",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0293,resort F&B,Australia,,resort F&B Australia new opening leadership,,"Generator: template=T8, risk=medium",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0294,hospitality recruitment,Australia,,hospitality recruitment Australia new venue contact,,"Generator: template=T8, risk=medium",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0295,restaurant renovation,Australia,,restaurant renovation Australia new venue email,,"Generator: template=T8, risk=medium",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0296,restaurant supply chain,Australia,,restaurant supply chain Australia new venue tender,,"Generator: template=T8, risk=medium",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0297,ghost kitchen operator,Australia,,ghost kitchen operator Australia new venue partnership enquiry,,"Generator: template=T8, risk=medium",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0298,hotel housekeeping supplier,Australia,,hotel housekeeping supplier Australia new venue directory,,"Generator: template=T8, risk=medium",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0299,restaurant furniture supplier,Australia,,restaurant furniture supplier Australia new venue about us,,"Generator: template=T8, risk=medium",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0300,commercial kitchen supplier,Australia,,commercial kitchen supplier Australia new venue leadership,,"Generator: template=T8, risk=medium",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0301,hospitality technology supplier,Australia,,hospitality technology supplier Australia expansion email,,"Generator: template=T8, risk=medium",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0302,restaurant POS supplier,Australia,,restaurant POS supplier Australia expansion phone,,"Generator: template=T8, risk=medium",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0303,bar equipment supplier,Australia,,bar equipment supplier Australia expansion supplier registration,,"Generator: template=T8, risk=medium",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0304,food packaging supplier,Australia,,food packaging supplier Australia expansion become a supplier,,"Generator: template=T8, risk=medium",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0305,hotel amenities supplier,Australia,,hotel amenities supplier Australia expansion vendor application,,"Generator: template=T8, risk=medium",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0306,restaurant lighting supplier,Australia,,restaurant lighting supplier Australia expansion procurement,,"Generator: template=T8, risk=medium",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0307,hospitality linen supplier,Australia,,hospitality linen supplier Australia expansion request a quote,,"Generator: template=T8, risk=medium",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0308,cloud kitchen,Australia,,cloud kitchen Australia expansion tender,,"Generator: template=T8, risk=medium",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0309,dark kitchen,Australia,,dark kitchen Australia expansion partnership enquiry,,"Generator: template=T8, risk=medium",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0310,food delivery platform,Australia,,food delivery platform Australia expansion directory,,"Generator: template=T8, risk=medium",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0311,restaurant franchise,Australia,,restaurant franchise Australia expansion team page,,"Generator: template=T8, risk=medium",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0312,brewery venue,Adelaide,,owner brewery venue Adelaide email OR phone OR contact,,"Generator: template=T9, risk=medium",Discovery,high,New,Yes,2026-05-29T16:04:48.470041,2026-06-12T16:04:48.470041,14,,,0.0,0.0,1,0,0,0,,,,,,,
KW-0313,aged care food service,Hobart,,owner aged care food service Hobart email OR phone OR contact,,"Generator: template=T9, risk=medium",Discovery,high,New,Yes,2026-05-29T16:06:45.527238,2026-06-12T16:06:45.527238,14,,,0.0,0.0,1,0,0,0,,,,,,,
KW-0314,corporate catering,Darwin,,owner corporate catering Darwin email OR phone OR contact,,"Generator: template=T9, risk=medium",Discovery,high,New,Yes,2026-05-29T16:04:14.284766,2026-06-12T16:04:14.284766,14,,,0.0,0.0,1,0,0,0,,,,,,,
KW-0315,cafe chain,Newcastle,,owner cafe chain Newcastle email OR phone OR contact,,"Generator: template=T9, risk=medium",Discovery,high,Testing,Yes,2026-06-01 17:19,,14,,,,,0,0,0,0,,,,,,,
KW-0316,food court operator,Wollongong,,owner food court operator Wollongong email OR phone OR contact,,"Generator: template=T9, risk=medium",Discovery,high,New,Yes,2026-05-29T16:04:44.155695,2026-06-12T16:04:44.155695,14,,,0.0,0.0,1,0,0,0,,,,,,,
KW-0317,winery restaurant,NSW,,owner winery restaurant NSW email OR phone OR contact,,"Generator: template=T9, risk=medium",Discovery,high,New,Yes,2026-05-29T16:04:59.283391,2026-06-12T16:04:59.283391,14,,,0.0,0.0,1,0,0,0,,,,,,,
KW-0318,resort F&B,VIC,,owner resort F&B VIC email OR phone OR contact,,"Generator: template=T9, risk=medium",Discovery,high,New,Yes,2026-05-29T16:06:35.060953,2026-06-12T16:06:35.060953,14,,,0.0,0.0,1,0,0,0,,,,,,,
KW-0319,hospitality recruitment,QLD,,owner hospitality recruitment QLD email OR phone OR contact,,"Generator: template=T9, risk=medium",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0320,restaurant renovation,WA,,owner restaurant renovation WA email OR phone OR contact,,"Generator: template=T9, risk=medium",Discovery,high,New,Yes,2026-05-29T15:59:38.202795,2026-06-12T15:59:38.202795,14,,,0.0,0.0,1,0,0,0,,,,,,,
KW-0321,restaurant supply chain,Launceston,,owner restaurant supply chain Launceston email OR phone OR contact,,"Generator: template=T9, risk=medium",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0322,ghost kitchen operator,Alice Springs,,owner ghost kitchen operator Alice Springs email OR phone OR contact,,"Generator: template=T9, risk=medium",Discovery,high,New,Yes,2026-05-29T16:05:13.208844,2026-06-12T16:05:13.208844,14,,,0.0,0.0,1,0,0,0,,,,,,,
KW-0323,hotel housekeeping supplier,Mornington Peninsula,,owner hotel housekeeping supplier Mornington Peninsula email OR phone OR contact,,"Generator: template=T9, risk=medium",Discovery,high,New,Yes,2026-05-29T16:04:38.679891,2026-06-12T16:04:38.679891,14,,,0.0,0.0,1,0,0,0,,,,,,,
KW-0324,restaurant furniture supplier,Hunter Valley,,owner restaurant furniture supplier Hunter Valley email OR phone OR contact,,"Generator: template=T9, risk=medium",Discovery,high,New,Yes,2026-05-29T16:06:37.664180,2026-06-12T16:06:37.664180,14,,,0.0,0.0,1,0,0,0,,,,,,,
KW-0325,commercial kitchen supplier,Byron Bay,,owner commercial kitchen supplier Byron Bay email OR phone OR contact,,"Generator: template=T9, risk=medium",Discovery,high,New,Yes,2026-05-29T16:06:03.211182,2026-06-12T16:06:03.211182,14,,,0.0,0.0,1,0,0,0,,,,,,,
KW-0326,hospitality technology supplier,Port Douglas,,owner hospitality technology supplier Port Douglas email OR phone OR contact,,"Generator: template=T9, risk=medium",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0327,restaurant POS supplier,Broome,,owner restaurant POS supplier Broome email OR phone OR contact,,"Generator: template=T9, risk=medium",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0328,bar equipment supplier,Margaret River,,owner bar equipment supplier Margaret River email OR phone OR contact,,"Generator: template=T9, risk=medium",Discovery,high,New,Yes,2026-05-29T16:05:38.666032,2026-06-12T16:05:38.666032,14,,,0.0,0.0,1,0,0,0,,,,,,,
KW-0329,food packaging supplier,Yarra Valley,,owner food packaging supplier Yarra Valley email OR phone OR contact,,"Generator: template=T9, risk=medium",Discovery,high,New,Yes,2026-05-29T16:04:18.313110,2026-06-12T16:04:18.313110,14,,,0.0,0.0,1,0,0,0,,,,,,,
KW-0330,hotel amenities supplier,McLaren Vale,,owner hotel amenities supplier McLaren Vale email OR phone OR contact,,"Generator: template=T9, risk=medium",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0331,restaurant lighting supplier,Australia,,director restaurant lighting supplier Australia email OR phone OR contact,,"Generator: template=T9, risk=medium",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0332,hospitality linen supplier,Sydney,,director hospitality linen supplier Sydney email OR phone OR contact,,"Generator: template=T9, risk=medium",Discovery,high,New,Yes,2026-05-29T16:05:53.368271,2026-06-12T16:05:53.368271,14,,,0.0,0.0,1,0,0,0,,,,,,,
KW-0333,cloud kitchen,Melbourne,,director cloud kitchen Melbourne email OR phone OR contact,,"Generator: template=T9, risk=medium",Discovery,high,New,Yes,2026-05-29T16:06:29.517976,2026-06-12T16:06:29.517976,14,,,0.0,0.0,1,0,0,0,,,,,,,
KW-0334,dark kitchen,Brisbane,,director dark kitchen Brisbane email OR phone OR contact,,"Generator: template=T9, risk=medium",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0335,food delivery platform,Perth,,director food delivery platform Perth email OR phone OR contact,,"Generator: template=T9, risk=medium",Discovery,high,New,Yes,2026-05-29T16:01:01.924816,2026-06-12T16:01:01.924816,14,,,0.0,0.0,1,0,0,0,,,,,,,
KW-0336,restaurant franchise,Adelaide,,director restaurant franchise Adelaide email OR phone OR contact,,"Generator: template=T9, risk=medium",Discovery,high,New,Yes,2026-05-29T16:05:21.164381,2026-06-12T16:05:21.164381,14,,,0.0,0.0,1,0,0,0,,,,,,,
KW-0337,hotel chain,Gold Coast,,director hotel chain Gold Coast email OR phone OR contact,,"Generator: template=T9, risk=medium",Discovery,high,New,Yes,2026-05-29T16:05:46.141552,2026-06-12T16:05:46.141552,14,,,0.0,0.0,1,0,0,0,,,,,,,
